"","Participant_ID","Seq_part","Verb","Davies_Rank","Davies_Rating","CORPES_Rank","CORPES_Rating","WordList_Rank","WordList_Rating","Part_Rating","FofU_Comp","FofU_Prod","DELE","AoA_ENG","Davies_Std","CORPES_Std","WordList_Std","SRLF_Std","FofU","FofU_Std","DELE_Std","AoA_ENG_Std"
"964","HSP10",10,"vivir",10,599425,11,177391,12,6933950,7,16,16,43,4,-0.250456694667495,-0.160885179102773,-0.249441884567262,0.755262440696062,32,0.463506755360113,0.691688201829695,0.651169037009904
"965","HSP11",11,"vivir",10,599425,11,177391,12,6933950,9,13,13,34,3,-0.250456694667495,-0.160885179102773,-0.249441884567262,1.55622949582408,26,-0.305985617983718,-0.809019716230355,0.224763548695409
"966","HSP12",12,"vivir",10,599425,11,177391,12,6933950,6,19,19,42,7,-0.250456694667495,-0.160885179102773,-0.249441884567262,0.354778913132052,38,1.23299912870394,0.524942877600801,1.93038550195339
"967","HSP13",13,"vivir",10,599425,11,177391,12,6933950,5,19,19,42,0,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.0457046144319584,38,1.23299912870394,0.524942877600801,-1.05445291624808
"968","HSP14",14,"vivir",10,599425,11,177391,12,6933950,5,13,16,28,0,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.0457046144319584,29,0.0787605686881978,-1.80949166160372,-1.05445291624808
"969","HSP15",15,"vivir",10,599425,11,177391,12,6933950,2,11,11,37,0,-0.250456694667495,-0.160885179102773,-0.249441884567262,-1.24715519712399,22,-0.818980533546271,-0.308783743543671,-1.05445291624808
"970","HSP16",16,"vivir",10,599425,11,177391,12,6933950,9,18,17,31,3,-0.250456694667495,-0.160885179102773,-0.249441884567262,1.55622949582408,35,0.848252942032029,-1.30925568891704,0.224763548695409
"971","HSP17",17,"vivir",10,599425,11,177391,12,6933950,2,15,15,45,4,-0.250456694667495,-0.160885179102773,-0.249441884567262,-1.24715519712399,30,0.207009297578836,1.02517885028748,0.651169037009904
"972","HSP18",18,"vivir",10,599425,11,177391,12,6933950,4,16,16,44,4,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.446188141995969,32,0.463506755360113,0.85843352605859,0.651169037009904
"973","HSP19",19,"vivir",10,599425,11,177391,12,6933950,4,16,20,30,0,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.446188141995969,36,0.976501670922667,-1.47600101314593,-1.05445291624808
"974","HSP20",20,"vivir",10,599425,11,177391,12,6933950,3,7,6,42,4,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.846671669559979,13,-1.97321909356202,0.524942877600801,0.651169037009904
"975","HSP21",21,"vivir",10,599425,11,177391,12,6933950,4,12,15,42,0,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.446188141995969,27,-0.177736889093079,0.524942877600801,-1.05445291624808
"976","HSP22",22,"vivir",10,599425,11,177391,12,6933950,5,5,6,32,4,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.0457046144319584,11,-2.22971655134329,-1.14251036468814,0.651169037009904
"977","HSP23",23,"vivir",10,599425,11,177391,12,6933950,4,19,20,42,4,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.446188141995969,39,1.36124785759458,0.524942877600801,0.651169037009904
"978","HSP24",24,"vivir",10,599425,11,177391,12,6933950,3,16,16,48,5,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.846671669559979,32,0.463506755360113,1.52541482297417,1.0775745253244
"979","HSP25",25,"vivir",10,599425,11,177391,12,6933950,7,15,15,42,3,-0.250456694667495,-0.160885179102773,-0.249441884567262,0.755262440696062,30,0.207009297578836,0.524942877600801,0.224763548695409
"980","HSP27",27,"vivir",10,599425,11,177391,12,6933950,9,16,14,35,0,-0.250456694667495,-0.160885179102773,-0.249441884567262,1.55622949582408,30,0.207009297578836,-0.64227439200146,-1.05445291624808
"981","HSP28",28,"vivir",10,599425,11,177391,12,6933950,5,8,9,39,3,-0.250456694667495,-0.160885179102773,-0.249441884567262,-0.0457046144319584,17,-1.46022417799946,0.0247069049141176,0.224763548695409
